Target,Fold,Model,Observed,Predicted
ZOTUs,1,LightGBM,4392,2542.891891891892
ZOTUs,1,LightGBM,1674,2542.891891891892
ZOTUs,1,LightGBM,2497,2542.891891891892
ZOTUs,1,LightGBM,4286,2542.891891891892
ZOTUs,1,GAM,3254,2129.7796259849547
ZOTUs,1,GAM,1989,2125.969712296104
ZOTUs,1,GAM,1726,1948.804381007781
ZOTUs,1,GAM,1344,2916.3775344791634
ZOTUs,1,GAM,1584,2715.152329163535
ZOTUs,1,GAM,2275,1845.80188704055
ZOTUs,1,GAM,8550,3312.5161213819424
ZOTUs,1,GAM,4392,2495.692340154764
ZOTUs,1,GAM,1674,2369.4993317986177
ZOTUs,1,GAM,2497,2566.640172986041
ZOTUs,1,GAM,4286,2757.5530741130124
ZOTUs,2,Linear,2688,1758.8531526444376
ZOTUs,2,Linear,2663,2303.5163077707907
ZOTUs,2,Linear,831,2078.6239766536755
ZOTUs,2,Linear,4272,1571.1613814147554
ZOTUs,2,Linear,2290,1496.2704276042523
ZOTUs,2,Linear,3915,1351.295394391191
ZOTUs,2,Linear,3732,2769.2914821066665
ZOTUs,2,Ridge,2688,2448.978397922357
ZOTUs,2,Ridge,2663,2424.158528776061
ZOTUs,2,Ridge,831,2261.7691911532984
ZOTUs,2,Ridge,4272,2286.9908272710527
ZOTUs,2,Ridge,2290,2010.8778317754832
ZOTUs,2,Ridge,3915,1352.201865977158
ZOTUs,2,Ridge,3732,2619.237676576226
ZOTUs,2,RF,2688,2147.823700289063
ZOTUs,2,RF,2663,2237.193759987706
ZOTUs,2,RF,831,2097.5015447103624
ZOTUs,2,RF,4272,2117.7265813659847
ZOTUs,2,RF,2290,2138.5939610138357
ZOTUs,2,RF,3915,2404.808997601924
ZOTUs,2,RF,3732,2730.2951639236267
ZOTUs,2,XGBoost,2688,1811.0858154296875
ZOTUs,2,XGBoost,2663,2411.2880859375
ZOTUs,2,XGBoost,831,2016.6131591796875
ZOTUs,2,XGBoost,4272,2299.784423828125
ZOTUs,2,XGBoost,2290,1814.0772705078125
ZOTUs,2,XGBoost,3915,1452.333740234375
ZOTUs,2,XGBoost,3732,2512.788818359375
ZOTUs,2,LightGBM,2688,1948.0505808817595
ZOTUs,2,LightGBM,2663,2476.0588588631003
ZOTUs,2,LightGBM,831,2015.0515498407572
ZOTUs,2,LightGBM,4272,2182.8687600531243
ZOTUs,2,LightGBM,2290,1967.6395834041098
ZOTUs,2,LightGBM,3915,2115.8677910941265
ZOTUs,2,LightGBM,3732,2643.8760690754675
ZOTUs,2,GAM,2688,1960.3187594660417
ZOTUs,2,GAM,2663,2398.6719540943905
ZOTUs,2,GAM,831,1450.9713681466135
ZOTUs,2,GAM,4272,1533.089271507395
ZOTUs,2,GAM,2290,965.936837267176
ZOTUs,2,GAM,3915,1655.9711201350808
ZOTUs,2,GAM,3732,2166.136306766839
Monothalamida,0,Linear,8045,58607.742176120795
Monothalamida,0,Linear,10581,66279.58864534648
Monothalamida,0,Linear,9710,18643.883130577786
Monothalamida,0,Linear,11065,-6207.890423084424
Monothalamida,0,Linear,16492,9818.783012654805
Monothalamida,0,Linear,11287,21928.733270523997
Monothalamida,0,Linear,119586,24603.501119703236
Monothalamida,0,Linear,91943,23234.937643917612
Monothalamida,0,Linear,17101,36555.010169804336
Monothalamida,0,Linear,20143,36820.20758385477
Monothalamida,0,Linear,34035,28775.851971911972
Monothalamida,0,Linear,24333,10788.359975730607
Monothalamida,0,Linear,3538,41494.07474074586
Monothalamida,0,Linear,14040,42439.51982273591
Monothalamida,0,Linear,13377,26061.10523049558
Monothalamida,0,Linear,13599,67388.28076809128
Monothalamida,0,Linear,16524,19703.999178547252
Monothalamida,0,Linear,12983,20328.08130535859
Monothalamida,0,Linear,6045,-16692.728807450505
Monothalamida,0,Linear,10175,15361.195692372541
Monothalamida,0,Linear,12414,16729.2211028611
Monothalamida,0,Linear,13387,8416.752538231032
Monothalamida,0,Linear,2512,10089.43205605595
Monothalamida,0,Linear,16275,92740.61184371484
Monothalamida,0,Linear,14756,40759.69743218289
Monothalamida,0,Linear,10643,29320.02094345406
Monothalamida,0,Linear,9962,59875.226442389256
Monothalamida,0,Linear,15791,195.88774610768814
Monothalamida,0,Linear,15066,8306.71900490221
Monothalamida,0,Linear,11208,6189.554679036621
Monothalamida,0,Ridge,8045,18085.059513499375
Monothalamida,0,Ridge,10581,25734.898057773873
Monothalamida,0,Ridge,9710,16409.98331825874
