Target,Fold,Model,Observed,Predicted
ZOTUs,4,GAM,1883,2120.6420988579243
ZOTUs,4,GAM,2313,3120.760203757579
ZOTUs,4,GAM,1054,2843.803971622888
ZOTUs,4,GAM,2437,2787.4518338632006
ZOTUs,4,GAM,2454,3027.6740981712633
ZOTUs,4,GAM,4272,1868.4912403114045
ZOTUs,4,GAM,3915,1826.9164892893878
Monothalamida,0,Linear,12388,-11912.93858984144
Monothalamida,0,Linear,6726,5070.2182096471515
Monothalamida,0,Linear,9934,51823.6701393223
Monothalamida,0,Linear,24333,39388.79546215632
Monothalamida,0,Linear,13377,15383.006025661489
Monothalamida,0,Linear,13599,56001.19434613385
Monothalamida,0,Linear,10175,35621.51797248364
Monothalamida,0,Linear,13387,53683.027010805934
Monothalamida,0,Linear,2512,28226.064579919177
Monothalamida,0,Linear,10000,-12058.100532823315
Monothalamida,0,Ridge,12388,8965.344423461976
Monothalamida,0,Ridge,6726,16739.512647498137
Monothalamida,0,Ridge,9934,35627.32536419312
Monothalamida,0,Ridge,24333,26672.621568373044
Monothalamida,0,Ridge,13377,20576.71182376738
Monothalamida,0,Ridge,13599,36212.70104204971
Monothalamida,0,Ridge,10175,24658.64744915082
Monothalamida,0,Ridge,13387,34369.66561417252
Monothalamida,0,Ridge,2512,27503.909398537184
Monothalamida,0,Ridge,10000,9956.325089545937
Monothalamida,0,RF,12388,15533.154397022057
Monothalamida,0,RF,6726,32385.068964139955
Monothalamida,0,RF,9934,16628.283952842878
Monothalamida,0,RF,24333,23888.847360326316
Monothalamida,0,RF,13377,12581.133780816248
Monothalamida,0,RF,13599,37703.3724535769
Monothalamida,0,RF,10175,51234.60953228803
Monothalamida,0,RF,13387,18499.920053566853
Monothalamida,0,RF,2512,16533.506143677772
Monothalamida,0,RF,10000,11977.31005496348
Monothalamida,0,XGBoost,12388,19022.142578125
