Target,Model,Feature,MeanAbsSHAP
simpson,XGBoost,Trace_PC1,0.0007585277198813332
simpson,XGBoost,Trace_PC2,0.0008615413583659333
zotu,LightGBM,Major_PC1,0.0
zotu,LightGBM,Major_PC2,36.55425121463919
zotu,LightGBM,Organic_PC1,35.99651734896401
zotu,LightGBM,Organic_PC2,7.87446132455349
zotu,LightGBM,Sediment_PC1,77.63770012571409
zotu,LightGBM,Sediment_PC2,11.050101733075017
zotu,LightGBM,Trace_PC1,0.0
zotu,LightGBM,Trace_PC2,67.38551257138089
zotu,RF,Major_PC1,125.5074472784948
zotu,RF,Major_PC2,80.53977679857097
zotu,RF,Organic_PC1,213.16939213000612
zotu,RF,Organic_PC2,137.9729633693037
zotu,RF,Sediment_PC1,66.60804262593508
zotu,RF,Sediment_PC2,22.373839596271477
zotu,RF,Trace_PC1,72.38099611829362
zotu,RF,Trace_PC2,72.47049883240418
zotu,XGBoost,Major_PC1,230.40079752604166
zotu,XGBoost,Major_PC2,131.38602701822916
zotu,XGBoost,Organic_PC1,213.81888326009116
zotu,XGBoost,Organic_PC2,281.07327524820965
zotu,XGBoost,Sediment_PC1,166.0989227294922
zotu,XGBoost,Sediment_PC2,90.6619987487793
zotu,XGBoost,Trace_PC1,152.38976542154947
zotu,XGBoost,Trace_PC2,98.69342931111653
