Target,Model,Feature,mean,std,Importance_CV
Textulariida,XGBoost,Sediment_PC1,39.498805363972984,32.8744676354475,0.8322901751715366
Textulariida,XGBoost,Sediment_PC2,6.085007667541504,1.018657712607547,0.16740450764610298
Textulariida,XGBoost,Trace_PC1,12.350156625111898,13.595942122742688,1.100872040367302
Textulariida,XGBoost,Trace_PC2,95.55559412638347,133.65443076106658,1.3987085945412356
reads,LightGBM,Major_PC1,0.0,0.0,
reads,LightGBM,Major_PC2,2507.715508396977,4343.490671471982,1.7320508075688774
reads,LightGBM,Organic_PC1,556.6373940315456,964.1242478553739,1.7320508075688774
reads,LightGBM,Organic_PC2,1169.3026056006688,2025.291522323031,1.7320508075688774
reads,LightGBM,Sediment_PC1,9244.018396329151,16011.109528543462,1.732050807568877
reads,LightGBM,Sediment_PC2,2750.2506234649977,4763.573813389358,1.7320508075688776
reads,LightGBM,Trace_PC1,0.0,0.0,
reads,LightGBM,Trace_PC2,5745.040059534708,9950.701274632642,1.7320508075688772
reads,RF,Major_PC1,7994.521000847868,4149.194183235085,0.5190047262112436
reads,RF,Major_PC2,5874.525279617971,5365.609918347971,0.9133691086434315
reads,RF,Organic_PC1,4558.850583794551,4683.314797141827,1.0273016654219183
reads,RF,Organic_PC2,5677.575681619349,3893.5259231533073,0.6857726151952944
reads,RF,Sediment_PC1,5062.484695178188,1125.4126114584574,0.2223043977852155
reads,RF,Sediment_PC2,907.599713089065,621.3461344371493,0.6846037140342013
reads,RF,Trace_PC1,6946.293561442643,2470.801112280478,0.355700646744237
reads,RF,Trace_PC2,8423.222580807664,5544.867072800469,0.6582833374763792
reads,XGBoost,Major_PC1,23468.907674153645,24713.872923397474,1.053047430520804
reads,XGBoost,Major_PC2,2663.9889532725015,3504.0171254717106,1.3153271980228374
reads,XGBoost,Organic_PC1,2863.11270904541,2396.361697333554,0.8369777723953188
reads,XGBoost,Organic_PC2,4142.144266764323,3797.8795567163647,0.9168873202195624
reads,XGBoost,Sediment_PC1,11468.189290364584,4498.208245455065,0.39223351930844025
reads,XGBoost,Sediment_PC2,4366.4082438151045,4067.685856345992,0.9315862441648134
reads,XGBoost,Trace_PC1,10273.1826171875,5669.118524404473,0.5518366348243222
reads,XGBoost,Trace_PC2,9707.896321614584,7336.169953790539,0.7556910076858353
